id,src,txt
184953,books,737 .
41089,books,"a few drab military buildings off in the distance , the drone of aircraft , birdcalls , the bare trees , elm and oak and some kind of pine ."
183344,books,"murder mysteries , thrillers , a few romance novels ."
60503,books,"`` luck that you made happen , miss , '' he says and then we are silent for a while ."
62792,books,"fluffy white clouds skittered across the soft , blue backdrop of sky ."
192881,books,"`` no , '' he says after a long moment , `` i just have to listen to some crock stir up shit between us . ''"
94183,books,i asked if you smoked and drank .
95188,books,"`` once , '' he says , `` i was flying to california on the fourth of july . ''"
42033,books,distant birds trilled briefly in the high darting distance .
92788,books,"around them the jungle continues its existence , punctuated by hummingbirds and dragonflies darting by , occasional bright butterflies and parrots , and unrecognizable bright birds with long tails ."
