id,src,txt
124413,qqp,Is Virat Kohli 2016 better than Sachin Tendulkar 1999?
26463,qqp,What should be ones score in JEE mains to get innto dtu or iiitd or nitd with obc category and outside delhi region? 2017
68034,qqp,What percentage of the Indian population depends on agriculture and what is the agriculture sector's contribution to India's GDP?
61107,qqp,"Where is the Baraka River located, and how does it compare to the Where is the Baraka River located, and how does it compare to the Volga River?"
115747,qqp,Biochemistry: Do (slightly) higher temperatures have a stronger effect on catalyzed chemical reactions (like enzyme-based ones) than on non-catalyzed chemical reactions (like the Maillard reaction)?
71553,qqp,Moon nearest to earth on 13 dec 2016@ 04:20 AM?
111195,qqp,From 2005 to 2015 Chinese economy grew from $2 trillion to $10 trillion. Can India grow from $2 trillion in 2015 to $10 trillion in 2025?
54740,qqp,Maksad nahin hai kya?
24019,qqp,"A normal carbon atom has 6 neutrons, and carbon-12 has 6 neutrons, so how is carbon-12 an isotope?"
55856,qqp,"Consider an irreversible thermodynamic cycle, as its change in entropy will always be zero at the end of the cycle but what about the entropy of surrounding does that entropy increases if yes then how can we find it?"
